video_id,url,title,duration,view_count,channel,channel_id,language_code
1KbHL_sWnNY,https://www.youtube.com/shorts/1KbHL_sWnNY,"""Peanut butter and jelly in the same jar..."" 🎤: Brian Regan #shorts",,89000.0,Comedy Central Stand-Up,@standup,en
TX2JLSU3FJI,https://www.youtube.com/shorts/TX2JLSU3FJI,"""The worst is being the sober cab."" 🎤: Nick Swardson #shorts",,81000.0,Comedy Central Stand-Up,@standup,en
q3FGuM35dkY,https://www.youtube.com/shorts/q3FGuM35dkY,"""Everyone got fat during the pandemic.""🎤: Jenny Zigrino #shorts",,34000.0,Comedy Central Stand-Up,@standup,en
JCaM_dR0vh0,https://www.youtube.com/shorts/JCaM_dR0vh0,“SENIORS ‘08” 🎤: Bo Burnham #shorts,,103000.0,Comedy Central Stand-Up,@standup,en
i_8D-o8YePQ,https://www.youtube.com/shorts/i_8D-o8YePQ,"""If you're not familiar with taking an edible..."" 🎤: Ayo Edebiri #shorts",,95000.0,Comedy Central Stand-Up,@standup,en
TReQuSWQUfc,https://www.youtube.com/shorts/TReQuSWQUfc,"""I used to pretend to like sports."" 🎤: Esther Povitzky #shorts",,2200000.0,Comedy Central Stand-Up,@standup,en
7xOv9kUzj1c,https://www.youtube.com/shorts/7xOv9kUzj1c,"""I don't know if you've ever lost a kid in the Pacific Ocean..."" 🎤: Craig Conant #shorts",,184000.0,Comedy Central Stand-Up,@standup,en
KnriVYkW3A0,https://www.youtube.com/shorts/KnriVYkW3A0,"""I can't fight dude."" 🎤: Jo Koy #shorts",,31000.0,Comedy Central Stand-Up,@standup,en
FNddTwBis_Q,https://www.youtube.com/shorts/FNddTwBis_Q,"""Girls are trying to be perfect.""🎤: Tammy Pescatelli #shorts",,30000.0,Comedy Central Stand-Up,@standup,en
Oh2r8CyJRVc,https://www.youtube.com/shorts/Oh2r8CyJRVc,"""I've been in the gym...""🎤: Taneshia Rice #shorts",,26000.0,Comedy Central Stand-Up,@standup,en
qoeLTIVQs74,https://www.youtube.com/shorts/qoeLTIVQs74,“My first dream was to make it to the NBA...” 🎤: Chinedu Unaka #shorts,,58000.0,Comedy Central Stand-Up,@standup,en
xCmJTLUSiAM,https://www.youtube.com/shorts/xCmJTLUSiAM,"""I tried to listening to heavy metal..."" 🎤: Asha Ward #shorts",,31000.0,Comedy Central Stand-Up,@standup,en
6WJ6ID8fvGs,https://www.youtube.com/shorts/6WJ6ID8fvGs,"""This year my goal is to black out less.""🎤: Sheng Wang #shorts",,52000.0,Comedy Central Stand-Up,@standup,en
UByvVQURYE8,https://www.youtube.com/shorts/UByvVQURYE8,"""I was trying to do diet and exercise..."" 🎤: Jo Firestone #shorts",,34000.0,Comedy Central Stand-Up,@standup,en
aKm7EeAMFAc,https://www.youtube.com/shorts/aKm7EeAMFAc,“Is the mark of a good party always something bad happening?” 🎤: Josh Johnson #shorts,,68000.0,Comedy Central Stand-Up,@standup,en
UynEHJZUIjg,https://www.youtube.com/shorts/UynEHJZUIjg,“It's the moonshine of medicine.” 🎤: Lewis Black #shorts,,74000.0,Comedy Central Stand-Up,@standup,en
mDVMZRZE76U,https://www.youtube.com/shorts/mDVMZRZE76U,"""I spent the day in bed with my life partner again.""🎤: Chelsea Handler #shorts",,60000.0,Comedy Central Stand-Up,@standup,en
AG9CtaMRfuM,https://www.youtube.com/shorts/AG9CtaMRfuM,"""What's the theme?"" 🎤: Moses Storm #shorts",,23000.0,Comedy Central Stand-Up,@standup,en
u0g8Yb248YQ,https://www.youtube.com/shorts/u0g8Yb248YQ,“Black people are actually pretty split on Kwanzaa.” 🎤: Josh Johnson #shorts,,82000.0,Comedy Central Stand-Up,@standup,en
dhYBI3xzu4o,https://www.youtube.com/shorts/dhYBI3xzu4o,"""We still haven't taken down our Christmas decorations."" 🎤: Dan Mintz #shorts",,137000.0,Comedy Central Stand-Up,@standup,en
NIzucBcvAOI,https://www.youtube.com/shorts/NIzucBcvAOI,"""The Crimp and Curl Pony, I wanted it."" 🎤: Joel Kim Booster #shorts",,22000.0,Comedy Central Stand-Up,@standup,en
TMqF3HSULGw,https://www.youtube.com/shorts/TMqF3HSULGw,""" My personality is, I'm passive-aggressive .""🎤: Pete Lee #shorts",,44000.0,Comedy Central Stand-Up,@standup,en
es8XgMuMBM4,https://www.youtube.com/shorts/es8XgMuMBM4,"""Christmas is gay."" 🎤: Matteo Lane #shorts",,30000.0,Comedy Central Stand-Up,@standup,en
ijxtCCmshJI,https://www.youtube.com/shorts/ijxtCCmshJI,“That’s a bad argument.” 🎤: Eagle Witt #shorts,,77000.0,Comedy Central Stand-Up,@standup,en
LAfN8LmVEJM,https://www.youtube.com/shorts/LAfN8LmVEJM,"""It becomes the woman's hair palace."" 🎤: Andrew Santino #shorts",,36000.0,Comedy Central Stand-Up,@standup,en
APnromHuSeU,https://www.youtube.com/shorts/APnromHuSeU,"""I'm a winter coat motherf***er."" 🎤: Ron Funches #shorts",,51000.0,Comedy Central Stand-Up,@standup,en
lKC795WfLjo,https://www.youtube.com/shorts/lKC795WfLjo,"""Why is it always such a production?"" 🎤: Carol Leifer #shorts",,31000.0,Comedy Central Stand-Up,@standup,en
LEpWYfuj8pQ,https://www.youtube.com/shorts/LEpWYfuj8pQ,"""Do your mothers do that?"" 🎤: Mav Viola #shorts",,29000.0,Comedy Central Stand-Up,@standup,en
0NMJeQ54naI,https://www.youtube.com/shorts/0NMJeQ54naI,"""To the window, to the wall."" 🎤: Fortune Feimster #shorts",,41000.0,Comedy Central Stand-Up,@standup,en
h1b9wGZkvyM,https://www.youtube.com/shorts/h1b9wGZkvyM,"""Do you know what else makes a lot of noise.."" 🎤:Hair Kondabolu #Shorts",,44000.0,Comedy Central Stand-Up,@standup,en
lFJ6bBPsGWs,https://www.youtube.com/shorts/lFJ6bBPsGWs,“We just needed something to compete with Christmas in that timeslot.” 🎤: Matthew Broussard #shorts,,67000.0,Comedy Central Stand-Up,@standup,en
1D2H2TOqQ6U,https://www.youtube.com/shorts/1D2H2TOqQ6U,"""Every woman knows how to play this game.""🎤: Ayanna Dookie #shorts",,36000.0,Comedy Central Stand-Up,@standup,en
lFLnI7eoefA,https://www.youtube.com/shorts/lFLnI7eoefA,"""The hardware has improved, phenomenally ."" 🎤: Randall Otis",,19000.0,Comedy Central Stand-Up,@standup,en
LZMog0moFZk,https://www.youtube.com/shorts/LZMog0moFZk,"""So much history in this historic place."" 🎤: Thomas Lennon #shorts",,35000.0,Comedy Central Stand-Up,@standup,en
UZGdvYeQd98,https://www.youtube.com/shorts/UZGdvYeQd98,"""It's Destiny.""@mike_birbiglia #shorts",,28000.0,Comedy Central Stand-Up,@standup,en
O0G2RAHs-ew,https://www.youtube.com/shorts/O0G2RAHs-ew,"“I just spent four years in college, didn’t learn a thing.” 🎤: B.J. Novak",,557000.0,Comedy Central Stand-Up,@standup,en
TvY7DvFGVmk,https://www.youtube.com/shorts/TvY7DvFGVmk,"""That is not a good way to shop."" 🎤: Natasha Leggero #shorts",,73000.0,Comedy Central Stand-Up,@standup,en
1aaL46aHCIs,https://www.youtube.com/shorts/1aaL46aHCIs,"""Your lady has found a loophole.""🎤: Nikki Glaser #shorts",,36000.0,Comedy Central Stand-Up,@standup,en
NCYxCYefYvM,https://www.youtube.com/shorts/NCYxCYefYvM,"""I got arrested this week...""🎤: Nate Fernald #shorts",,53000.0,Comedy Central Stand-Up,@standup,en
gRAYuYsYO8o,https://www.youtube.com/shorts/gRAYuYsYO8o,“Thanksgiving in my house didn’t start until somebody opened the Smirnoff.” 🎤: Tracy Morgan #shorts,,57000.0,Comedy Central Stand-Up,@standup,en
WO46Ssu7mD0,https://www.youtube.com/shorts/WO46Ssu7mD0,"""I hate vegans."" 🎤: Yamaneika Saunders #shorts",,74000.0,Comedy Central Stand-Up,@standup,en
vEAtmQDh4ec,https://www.youtube.com/shorts/vEAtmQDh4ec,"""Crack dealer with a heart of gold."" 🎤: Tracy Morgan #shorts",,94000.0,Comedy Central Stand-Up,@standup,en
mXOMgntWJ1Q,https://www.youtube.com/shorts/mXOMgntWJ1Q,"""All you do is eat applesauce and take dumps"" 🎤: Hannibal Buress #shorts",,69000.0,Comedy Central Stand-Up,@standup,en
p_2OHBetlQA,https://www.youtube.com/shorts/p_2OHBetlQA,""" Nobody's perfect."" 🎤: Maria Bamford #shorts",,28000.0,Comedy Central Stand-Up,@standup,en
UMaaDA1Yksc,https://www.youtube.com/shorts/UMaaDA1Yksc,"""You Like Old Navy?"" 🎤: Sean Donnelly #shorts",,33000.0,Comedy Central Stand-Up,@standup,en
2X_skfFCdIk,https://www.youtube.com/shorts/2X_skfFCdIk,"“I’m not a PC guy, I’m a comedian.” 🎤: Mark Normand #shorts",,196000.0,Comedy Central Stand-Up,@standup,en
Y4GiDkDy3eo,https://www.youtube.com/shorts/Y4GiDkDy3eo,"""Mafia, but fought in World War II."" 🎤: Chris Distefano #shorts",,113000.0,Comedy Central Stand-Up,@standup,en
Z1HVTLK8_wE,https://www.youtube.com/shorts/Z1HVTLK8_wE,"""Laptop with a CD drive.""🎤: Nore Davis #shorts",,35000.0,Comedy Central Stand-Up,@standup,en
xRi_fmvkqDY,https://www.youtube.com/shorts/xRi_fmvkqDY,"""The kid with the healthy lunch."" 🎤: Brendan Eyre #shorts",,42000.0,Comedy Central Stand-Up,@standup,en
LYLlxZ_yeXs,https://www.youtube.com/shorts/LYLlxZ_yeXs,“Can we stop with the shots?” 🎤: Usama Siddiquee #shorts,,37000.0,Comedy Central Stand-Up,@standup,en
lKC1F1zSScg,https://www.youtube.com/shorts/lKC1F1zSScg,"""The internet ruined my life."" 🎤: Gavin Matts #shorts",,45000.0,Comedy Central Stand-Up,@standup,en
HTepNRW2VXY,https://www.youtube.com/shorts/HTepNRW2VXY,"""This is how you can all be a stand-up."" 🎤: Laura Kightlinger #shorts",,21000.0,Comedy Central Stand-Up,@standup,en
DhR9sLJZ7do,https://www.youtube.com/shorts/DhR9sLJZ7do,"""Talk about baseball, dude."" 🎤: Daniel Simonsen #shorts",,43000.0,Comedy Central Stand-Up,@standup,en
7DcypYexl7I,https://www.youtube.com/shorts/7DcypYexl7I,"""Immigrant Mom chores are like...""🎤: Usama Siddiquee #shorts",,116000.0,Comedy Central Stand-Up,@standup,en
iXaontlNYlY,https://www.youtube.com/shorts/iXaontlNYlY,"""My favorite day is the day after Halloween."" @cristela9 #shorts",,31000.0,Comedy Central Stand-Up,@standup,en
sNUSdlEr_VU,https://www.youtube.com/shorts/sNUSdlEr_VU,"""I lost my virginity on Halloween night.""🎤: Matt Ingebretson #shorts",,26000.0,Comedy Central Stand-Up,@standup,en
hoc0S6tZM5I,https://www.youtube.com/shorts/hoc0S6tZM5I,"""I grew up with the f***** up costumes."" 🎤: Godfrey #shorts",,27000.0,Comedy Central Stand-Up,@standup,en
h5rcDozO3ts,https://www.youtube.com/shorts/h5rcDozO3ts,"""I watch a ton of sports."" 🎤: Nate Bargatze #shorts",,219000.0,Comedy Central Stand-Up,@standup,en
wg-55LLAIT0,https://www.youtube.com/shorts/wg-55LLAIT0,"""I feel like The Heat could rally around that."" 🎤: Hannibal Buress #shorts",,35000.0,Comedy Central Stand-Up,@standup,en
nhElKIseGTM,https://www.youtube.com/shorts/nhElKIseGTM,"""You're gonna ruin it!"" 🎤: TaylorTomlinson #shorts",,3800000.0,Comedy Central Stand-Up,@standup,en
IgqzkmB6HEI,https://www.youtube.com/shorts/IgqzkmB6HEI,"""The Cuban Bruce Springsteen.""🎤: Gregory Santos #shorts",,59000.0,Comedy Central Stand-Up,@standup,en
BxCH9SkI7e4,https://www.youtube.com/shorts/BxCH9SkI7e4,"“Live, laugh... love.” 🎤: Sara Schaefer #shorts",,46000.0,Comedy Central Stand-Up,@standup,en
fkvWIGhI7mU,https://www.youtube.com/shorts/fkvWIGhI7mU,"""You know, we name the berries."" 🎤: @peteholmes #shorts",,853000.0,Comedy Central Stand-Up,@standup,en
hH3eNw7IjLs,https://www.youtube.com/shorts/hH3eNw7IjLs,“You know who invented pasta?” 🎤: Andrew Schulz #shorts,,1700000.0,Comedy Central Stand-Up,@standup,en
I5K6MjFhII4,https://www.youtube.com/shorts/I5K6MjFhII4,“Completely gay for Ryan Gosling.” 🎤: Pete Holmes #shorts,,40000.0,Comedy Central Stand-Up,@standup,en
oYlnbppEKQo,https://www.youtube.com/shorts/oYlnbppEKQo,"""The bullying made me wanna become famous."" 🎤: Dylan Adler #shorts",,24000.0,Comedy Central Stand-Up,@standup,en
AuTnub643M0,https://www.youtube.com/shorts/AuTnub643M0,"""My sex move of choice is called the 'maple syrup.'"" 🎤: Joe Pera #shorts",,33000.0,Comedy Central Stand-Up,@standup,en
nKj984EalYw,https://www.youtube.com/shorts/nKj984EalYw,"""This is called sweater acting."" 🎤: John Early #shorts",,76000.0,Comedy Central Stand-Up,@standup,en
bN7AcNEuizg,https://www.youtube.com/shorts/bN7AcNEuizg,"""Have you ever been to a hockey game?"" 🎤: Sarah Tiana #shorts",,58000.0,Comedy Central Stand-Up,@standup,en
pKYEXwh-mV4,https://www.youtube.com/shorts/pKYEXwh-mV4,"“I used to be a high school teacher, so f*ck those kids.” 🎤: Langston Kerman #shorts",,71000.0,Comedy Central Stand-Up,@standup,en
BUcAADz-1h0,https://www.youtube.com/shorts/BUcAADz-1h0,“Coffee is gross.” 🎤: Ron Funches #shorts,,43000.0,Comedy Central Stand-Up,@standup,en
bwD71KlRmEs,https://www.youtube.com/shorts/bwD71KlRmEs,“You guys party with Cardi?” 🎤: Danielle Perez #shorts,,16000.0,Comedy Central Stand-Up,@standup,en
6v-QS4rjVEg,https://www.youtube.com/shorts/6v-QS4rjVEg,"“I am gay, I have an identical gay twin brother.” 🎤: Dylan Adler #shorts",,152000.0,Comedy Central Stand-Up,@standup,en
dKkLI-69G7Q,https://www.youtube.com/shorts/dKkLI-69G7Q,"""Your hometown is now a battlefield."" 🎤: Kumail Nanjiani #shorts",,47000.0,Comedy Central Stand-Up,@standup,en
3ar8KVnEXPU,https://www.youtube.com/shorts/3ar8KVnEXPU,"""What makes Britain great..."" 🎤: Jimmy Carr #shorts",,43000.0,Comedy Central Stand-Up,@standup,en
NLw108SBRWc,https://www.youtube.com/shorts/NLw108SBRWc,“People think ✂️ doesn’t exist.” 🎤: Kylie Vincent #shorts,,1800000.0,Comedy Central Stand-Up,@standup,en
cHkBGYNPvJM,https://www.youtube.com/shorts/cHkBGYNPvJM,“Tell a man who you are on the first date.” 🎤: Jackie Fabulous #shorts,,245000.0,Comedy Central Stand-Up,@standup,en
qgd6nFSTUVM,https://www.youtube.com/shorts/qgd6nFSTUVM,“If the gangs sold shrooms…” 🎤: Brodie Reed #shorts,,58000.0,Comedy Central Stand-Up,@standup,en
MU7k97EatFA,https://www.youtube.com/shorts/MU7k97EatFA,“I was raised by Wile E. f**kin’ Coyote.” 🎤: Carmen Morales #shorts,,19000.0,Comedy Central Stand-Up,@standup,en
eCW-ekPTh4I,https://www.youtube.com/shorts/eCW-ekPTh4I,“They have weed La Croix in a can.” 🎤: Craig Conant #shorts,,25000.0,Comedy Central Stand-Up,@standup,en
-eVz_U1OSkE,https://www.youtube.com/shorts/-eVz_U1OSkE,"""Proud to be a cat person."" 🎤: Alice Wetterlund #shorts",,63000.0,Comedy Central Stand-Up,@standup,en
-6YkIPbVnD4,https://www.youtube.com/shorts/-6YkIPbVnD4,"""Know what to do if a bear attacks?"" 🎤: Eugene Mirman #shorts",,59000.0,Comedy Central Stand-Up,@standup,en
7iWClpYed4U,https://www.youtube.com/shorts/7iWClpYed4U,"""You're worried about your reputation?"" 🎤: Ari Shaffir #shorts",,43000.0,Comedy Central Stand-Up,@standup,en
4gyA4aJAoYs,https://www.youtube.com/shorts/4gyA4aJAoYs,"""Disneyland characters are just strippers for kids."" 🎤: Meredith Casey #shorts",,23000.0,Comedy Central Stand-Up,@standup,en
lUvA8n-rysE,https://www.youtube.com/shorts/lUvA8n-rysE,“I don’t know if you’ve ever lost a kid in the Pacific Ocean…” 🎤: Craig Conant #shorts,,157000.0,Comedy Central Stand-Up,@standup,en
7A9dQ47rXRM,https://www.youtube.com/shorts/7A9dQ47rXRM,"""Camping? It's fun as shit."" 🎤: Ari Shaffir #shorts",,23000.0,Comedy Central Stand-Up,@standup,en
Z9dcB_dA-0Q,https://www.youtube.com/shorts/Z9dcB_dA-0Q,“It’s a horribly depressing song” 🎤: Jessica Kirson #shorts,,50000.0,Comedy Central Stand-Up,@standup,en
nUwUotbKcQM,https://www.youtube.com/shorts/nUwUotbKcQM,"""My grandmother had 21 kids."" 🎤: JesusTrejo #shorts",,114000.0,Comedy Central Stand-Up,@standup,en
807Hk3Y9hqk,https://www.youtube.com/shorts/807Hk3Y9hqk,"""I'd be buying other people teeth. "" 🎤: Tom Segura #shorts",,751000.0,Comedy Central Stand-Up,@standup,en
v7FKwo3eI_I,https://www.youtube.com/shorts/v7FKwo3eI_I,“We’re doing a better job talking about mental health” 🎤: Meredith Casey #Shorts,,144000.0,Comedy Central Stand-Up,@standup,en
JD5c_Mh8jNk,https://www.youtube.com/shorts/JD5c_Mh8jNk,"""I hate the word 'horny.'"" 🎤: Esther Povitsky #shorts",,35000.0,Comedy Central Stand-Up,@standup,en
7ZR8-zPLVQ8,https://www.youtube.com/shorts/7ZR8-zPLVQ8,“I went to community college.” 🎤: Nate Bargatze #shorts,,210000.0,Comedy Central Stand-Up,@standup,en
PLWT5RKxOo8,https://www.youtube.com/shorts/PLWT5RKxOo8,"""People are polarized by the morning-after pill."" 🎤: Erin Foley #shorts",,83000.0,Comedy Central Stand-Up,@standup,en
oTI0KMbfsAM,https://www.youtube.com/shorts/oTI0KMbfsAM,"""Super hard to get catcalled when you’re walking a disabled dog."" 🎤: Kylie Vincent #shorts",,87000.0,Comedy Central Stand-Up,@standup,en
PY40ZInutZE,https://www.youtube.com/shorts/PY40ZInutZE,"""I just dropped out of college, anybody else?"" 🎤: Pete Davidson #shorts",,58000.0,Comedy Central Stand-Up,@standup,en
1pffwNKi-O4,https://www.youtube.com/shorts/1pffwNKi-O4,"""Soon as I walk into the gym, I get irritated."" 🎤: JB Smoove #shorts",,61000.0,Comedy Central Stand-Up,@standup,en
oAmZw45HDaI,https://www.youtube.com/shorts/oAmZw45HDaI,“I googled my high school archnemesisthe other day.” 🎤: Erin Jackson #shorts,,1600000.0,Comedy Central Stand-Up,@standup,en
NuwAUBuXsTk,https://www.youtube.com/shorts/NuwAUBuXsTk,"""A peacock as an emotional support animal."" 🎤: Sean Patton #shorts",,54000.0,Comedy Central Stand-Up,@standup,en
ICJbHjUklb0,https://www.youtube.com/shorts/ICJbHjUklb0,“I wind up sounding like an exchange student?” 🎤: Joe Kwaczala #shorts,,30000.0,Comedy Central Stand-Up,@standup,en
3spjaGfaCS4,https://www.youtube.com/shorts/3spjaGfaCS4,“I’m a comfy boy.” 🎤: Brodie Reed #shorts,,35000.0,Comedy Central Stand-Up,@standup,en
XMi7nJJNZXc,https://www.youtube.com/shorts/XMi7nJJNZXc,“This is the worst prank I’ve ever done...” 🎤: Jermaine Fowler #shorts,,44000.0,Comedy Central Stand-Up,@standup,en
pdvjJ5S0DmY,https://www.youtube.com/shorts/pdvjJ5S0DmY,“Why would you direct my attention to weapons?” 🎤: Jason Cheny #shorts,,127000.0,Comedy Central Stand-Up,@standup,en
N4U5WzjxetQ,https://www.youtube.com/shorts/N4U5WzjxetQ,"""I was on Nude Africa..."" 🎤: Yamaneika Saunders #shorts",,37000.0,Comedy Central Stand-Up,@standup,en
fBWKCUsb5v4,https://www.youtube.com/shorts/fBWKCUsb5v4,“I love Ice-T on SVU.” 🎤: John Mulaney #shorts,,81000.0,Comedy Central Stand-Up,@standup,en
-p4dBZ5ZULA,https://www.youtube.com/shorts/-p4dBZ5ZULA,"""I've just had to lower my expectations in a man."" 🎤: Kristen Schaal #shorts",,3100000.0,Comedy Central Stand-Up,@standup,en
fmaHiDeiF80,https://www.youtube.com/shorts/fmaHiDeiF80,"""What were your first crushes?"" 🎤: Kumail Nanjiani and Jonah Ray #shorts",,34000.0,Comedy Central Stand-Up,@standup,en
8LQO_J_gHiU,https://www.youtube.com/shorts/8LQO_J_gHiU,"“Bro, how do you know you’re not gay?” 🎤: Jason Cheny #shorts",,52000.0,Comedy Central Stand-Up,@standup,en
H6Udu-G2WmU,https://www.youtube.com/shorts/H6Udu-G2WmU,"""I love watching 'The Bachelorette.'"" 🎤: Carmen Lynch #shorts",,23000.0,Comedy Central Stand-Up,@standup,en
eCDCKn8BRjg,https://www.youtube.com/shorts/eCDCKn8BRjg,"""Every man I ever met growing up was gay for some reason."" 🎤: Henry Sir #shorts",,90000.0,Comedy Central Stand-Up,@standup,en
HETBGNq5uDo,https://www.youtube.com/shorts/HETBGNq5uDo,"""My mom told me the secret to pleasing a man is through his stomach..."" 🎤: Kristen Schaal #shorts",,51000.0,Comedy Central Stand-Up,@standup,en
N1ILJovoRJ8,https://www.youtube.com/shorts/N1ILJovoRJ8,"""Let me, at eight years old, watch Stephen King's It."" 🎤: Dan Soder #shorts",,66000.0,Comedy Central Stand-Up,@standup,en
nP4BFcuHiTg,https://www.youtube.com/shorts/nP4BFcuHiTg,“My school was documentary bad.” 🎤: Monroe Martin III #shorts,,48000.0,Comedy Central Stand-Up,@standup,en
GFeXQAwXeS0,https://www.youtube.com/shorts/GFeXQAwXeS0,"""Robots are here."" 🎤: Henry Sir #shorts",,50000.0,Comedy Central Stand-Up,@standup,en
rWeANrF8T_k,https://www.youtube.com/shorts/rWeANrF8T_k,“There’s only one highlight to office work.” 🎤: David Gborie #shorts,,44000.0,Comedy Central Stand-Up,@standup,en
UPv7WlCg-pc,https://www.youtube.com/shorts/UPv7WlCg-pc,“I’m very good at doing drugs.” 🎤: Alex Hooper #shorts,,38000.0,Comedy Central Stand-Up,@standup,en
kY8uoXhlrFg,https://www.youtube.com/shorts/kY8uoXhlrFg,"""I let a possum climb me."" 🎤: Josh Johnson #shorts",,28000.0,Comedy Central Stand-Up,@standup,en
ot0eL3HvIqw,https://www.youtube.com/shorts/ot0eL3HvIqw,“White men are tired.” 🎤: Chloé Hilliard #shorts,,138000.0,Comedy Central Stand-Up,@standup,en
ysYxxOrMupU,https://www.youtube.com/shorts/ysYxxOrMupU,"""I'm gonna tell you two real bills I opened back to back..."" 🎤: Alex Hooper #shorts",,35000.0,Comedy Central Stand-Up,@standup,en
ods1Z_VJXIY,https://www.youtube.com/shorts/ods1Z_VJXIY,"""I found a roommate online."" 🎤: Taylor Tomlinson #shorts",,384000.0,Comedy Central Stand-Up,@standup,en
irWQyvzUPDw,https://www.youtube.com/shorts/irWQyvzUPDw,"""I was seeing a therapist."" 🎤: Maria Bamford #shorts",,116000.0,Comedy Central Stand-Up,@standup,en
PGn-zgrkge4,https://www.youtube.com/shorts/PGn-zgrkge4,"""Lettin' it all hang out, feelin' sexy, feelin' 26..."" 🎤: Wanda Sykes #shorts",,24000.0,Comedy Central Stand-Up,@standup,en
ZyM8scLNgFM,https://www.youtube.com/shorts/ZyM8scLNgFM,"""This is a bit of an unpopular opinion..."" 🎤: Shane Torres #shorts",,51000.0,Comedy Central Stand-Up,@standup,en
Ao9E_Uj4t5U,https://www.youtube.com/shorts/Ao9E_Uj4t5U,"""I don't wanna make a mess after something rad happens."" 🎤: Sean Jordan #shorts",,18000.0,Comedy Central Stand-Up,@standup,en
97q5N4mly9E,https://www.youtube.com/shorts/97q5N4mly9E,“… there’s a dick in my back right now.” 🎤: Chloé Hilliard #shorts,,18000.0,Comedy Central Stand-Up,@standup,en
nKzSxHPtMhw,https://www.youtube.com/shorts/nKzSxHPtMhw,"""Girl scouts that were outside of a dispensary..."" 🎤: Josh Johnson #shorts",,248000.0,Comedy Central Stand-Up,@standup,en
OFAv4wASAAQ,https://www.youtube.com/shorts/OFAv4wASAAQ,"""It's kinda like tennis."" 🎤: Mike Birbiglia #shorts",,23000.0,Comedy Central Stand-Up,@standup,en
Xcjf_lc722M,https://www.youtube.com/shorts/Xcjf_lc722M,“Isn’t that ironic?” 🎤: Bo Burnham #shorts,,756000.0,Comedy Central Stand-Up,@standup,en
qpQgC9OBiFc,https://www.youtube.com/shorts/qpQgC9OBiFc,"""Why we talk like that to the police?"" 🎤: Mark Curry #shorts",,107000.0,Comedy Central Stand-Up,@standup,en
1YOrCbMT7qQ,https://www.youtube.com/shorts/1YOrCbMT7qQ,“Stop putting filters on yourself.” 🎤: Roy Wood Jr. #shorts,,65000.0,Comedy Central Stand-Up,@standup,en
UebkDDW9u0o,https://www.youtube.com/shorts/UebkDDW9u0o,“Naked from the waist down is the dumbest kind of naked.” 🎤: Sean Jordan #shorts,,22000.0,Comedy Central Stand-Up,@standup,en
ORTObO3a16I,https://www.youtube.com/shorts/ORTObO3a16I,"""Leonardo DiCaprio transformed in that movie."" 🎤: @roywoodjr #shorts",,1900000.0,Comedy Central Stand-Up,@standup,en
zSGAtWu_O34,https://www.youtube.com/shorts/zSGAtWu_O34,“Let me go ahead and explain this mullet…” 🎤: Saul Trujillo #shorts,,59000.0,Comedy Central Stand-Up,@standup,en
XjYhynV3St4,https://www.youtube.com/shorts/XjYhynV3St4,"""I don't know why I keep going back to Starbucks."" 🎤: Matteo Lane #shorts",,1000000.0,Comedy Central Stand-Up,@standup,en
C-DmcYgApGE,https://www.youtube.com/shorts/C-DmcYgApGE,"""It's the anniversary of the moon landing."" 🎤: Dulcé Sloan #shorts",,111000.0,Comedy Central Stand-Up,@standup,en
