video_id,url,title,duration,view_count,channel,channel_id,language_code,transcript
1KbHL_sWnNY,https://www.youtube.com/shorts/1KbHL_sWnNY,"""Peanut butter and jelly in the same jar..."" 🎤: Brian Regan #shorts",,89000.0,Comedy Central Stand-Up,@standup,en,"I was in the store I saw that uh peanut
butter and jelly in the same jar
stuff what in the hell is
that is there a point that that I mean
I'm lazy but uh you
know I want to meet the guy that needs
that you know some guy going you know I
could go for a sandwich but uh I'm not
going to open two
jars I can't be opening and closing all
kinds of
jars cleaning who knows how many
knives if you're that lazy why not put
croutons in there get the whole sandwich
on one
spoon scous I will have a
second delectable as was the
first if you don't want to clean a spoon
you put on a squeeze
bottle"
TX2JLSU3FJI,https://www.youtube.com/shorts/TX2JLSU3FJI,"""The worst is being the sober cab."" 🎤: Nick Swardson #shorts",,81000.0,Comedy Central Stand-Up,@standup,en,"worst is being the sober cab and
everyone in your car is shitfaced and
you have to go through a fast food
drive-thru and try to get everybody
food and you're the only one in control
see your driver SE you're at the
microphone everyone's just a disaster
you're like Mark what do you
want
cat what was
that
[Music]
yeah yeah I don't speak Japanese have no
idea we just said just pick a meal
number what meal number do you want 48
no they don't go that high what meal
number goes to
48 Steve what do you want do they have a
wedding
cake"
q3FGuM35dkY,https://www.youtube.com/shorts/q3FGuM35dkY,"""Everyone got fat during the pandemic.""🎤: Jenny Zigrino #shorts",,34000.0,Comedy Central Stand-Up,@standup,en,"everyone got fat during the pandemic I'm
happy about it I'm a fat person where
other fat people at cool all right I
have eyes some you should be clapping I
don't know what just embrace it okay
it's true I'm happy cuz during the
pandemic all I got were weird way loss
emails they were just like how many
push-ups can you do during quarantine
all right don't get fat your dad's dead
whoops like that was every email but
it's just like I don't care you think I
care what's going to happen when like
the world's over you think I give a
what my butt looks like when I'm wiping
it with leaves I don't care do you think
they did that during the plague where
they're just like oh no Joffrey lost his
entire family but did you see how many
burpees he can
do he has a sixpack one for every family
member he's lost"
JCaM_dR0vh0,https://www.youtube.com/shorts/JCaM_dR0vh0,“SENIORS ‘08” 🎤: Bo Burnham #shorts,,103000.0,Comedy Central Stand-Up,@standup,en,"but I actually just graduated high
school senior 08 and
um so this song this next song is is is
from first
[Music]
person high school party senior year
boys and girls they're all sipping on
beer I like soda where's the soda am I
the only person here that likes
[Music]
soda all right
I see you from across the crowd I said
the party is bumping and the music is
loud you're really drunk and you're
looking sad it's like a Craigslist ad
girl then we start to dance and girl
baby this is romance girl I'm starting
to grow down below why did I wear
sweatpants"
i_8D-o8YePQ,https://www.youtube.com/shorts/i_8D-o8YePQ,"""If you're not familiar with taking an edible..."" 🎤: Ayo Edebiri #shorts",,95000.0,Comedy Central Stand-Up,@standup,en,"and if you're not familiar with taking
an edible it's pretty simple uh you
ingest the edible and then you wait you
know anywhere from like an hour and a
half to um the rest of your life for
your most toxic memories to just like
drop kick you in the back of your throat
this time you on like a sweet little
roller coaster ride of like your most
present anxieties and all the worst
things you've ever done to the people
who loved you the most you know"
TReQuSWQUfc,https://www.youtube.com/shorts/TReQuSWQUfc,"""I used to pretend to like sports."" 🎤: Esther Povitzky #shorts",,2200000.0,Comedy Central Stand-Up,@standup,en,"when you look like me you tend to date
guys who have really strong feelings
about
magic and if I can pretend to like magic
for one night aren't I the greatest
magician of
all magic has always been the perfect
subject for me to pretend I either like
it or dislike it like I used to pretend
to like sports guys girls don't like
sports okay and if you meet a girl and
she likes Sports it's just cuz her dad
really wanted a
son I've seen girls talk to guys and
they're like hey did you see LeBron
scored a double
triple and I just want to walk up to
them and be like you're
beautiful you don't have to do
this come with me let's let's go to
Sephora"
7xOv9kUzj1c,https://www.youtube.com/shorts/7xOv9kUzj1c,"""I don't know if you've ever lost a kid in the Pacific Ocean..."" 🎤: Craig Conant #shorts",,185000.0,Comedy Central Stand-Up,@standup,en,"I was babysitting my little nephew again
I'm 10 years off narcotics and alcohol
I'll be back don't applaud
that so she trusts me again I take my
little nephew down to the ocean I put
him on a boogie board just very shallow
in the white water and I don't know if
God is mad at me from a Kool-Aid days or
druggy days or what but that fool sent a
wave in out of nowhere and then my
nephew
disappeared yeah I don't know if you've
ever lost a kid in the Pacific
Ocean but that's a bad feeling right
there yeah I only lost him for like 3
seconds it was the longest three in my
life I was searching for his head to pop
up like a buoy I was like come on Teddy
come on and I just seen him tumbling you
know and he's four he can't talk that
good he popped up and he said I was
underwater
uncle and he said I could see you and
then I couldn't see you and I said
you're a poet tatus now don't tell your
mom about this"
KnriVYkW3A0,https://www.youtube.com/shorts/KnriVYkW3A0,"""I can't fight dude."" 🎤: Jo Koy #shorts",,31000.0,Comedy Central Stand-Up,@standup,en,"I can't fight dude if you don't know how
to fight here's the thing don't take
self-defense classes don't buy a gun
don't do anything just just
scream who's going to fight a guy
screaming at the top of his lungs like
right when he's about to punch you just
[Applause]
no
he's going to f a guy screaming like a
[ __ ] I'll pull my pants down and start
peeing
St I am a [ __ ] dude I don't care you
guys are laughing but you're thinking to
yourself that might work"
FNddTwBis_Q,https://www.youtube.com/shorts/FNddTwBis_Q,"""Girls are trying to be perfect.""🎤: Tammy Pescatelli #shorts",,30000.0,Comedy Central Stand-Up,@standup,en,"there's just like this whole generation
especially girls are trying to be
perfect you don't have to be perfect do
you know that like men don't try to be
perfect for us we they don't what do you
guys we're lucky if they
shower and trying to be perfect will get
you in trouble cuz I had a neighbor who
got to silicone to Tony and one got hard
just one like a rock then you can't
swim just keep flipping
over I think that's why they canceled
Baywatch right
cuz those broads are scaring people is
that a shark no that's unibob leave her
alone she"
Oh2r8CyJRVc,https://www.youtube.com/shorts/Oh2r8CyJRVc,"""I've been in the gym...""🎤: Taneshia Rice #shorts",,26000.0,Comedy Central Stand-Up,@standup,en,"it's so expensive to eat healthy I've
been in the gym you know I got to lose a
little weight been in the gym eating
healthy thank you yeah it's been working
out it's four months I joined the gym
four months ago I swear to God I stepped
on scale yesterday and in four months I
have lost 45 yes hello yes in four
months I have lost
$45 okay that's what the [ __ ] okay have
not lost a pound do you hear me but but
the money falling off my ass yes I'm
losing 15 a month quick Quick Quit you
know they take that [ __ ] right out your
bank account right don't do that LA
Fitness okay you don't know if it's in
there okay like you don't do that like
y'all not going to take attendance first
I'm not here damn I've been
absent all right I've been absent stop
charging me okay yeah I'm not using this
[ __ ] run the
tapes run the tapes you ain't seen me
since December okay
like put that [ __ ] back in my account"
qoeLTIVQs74,https://www.youtube.com/shorts/qoeLTIVQs74,“My first dream was to make it to the NBA...” 🎤: Chinedu Unaka #shorts,,58000.0,Comedy Central Stand-Up,@standup,en,"my first dream was to make it to the NBA
obviously I didn't get there I'm here
with you
tonight but that was the plan I think a
reason I didn't get there I went to
public school my whole life and a lot of
public schools don't got real coaches
but we don't realize this as kids we
just trust a person in front of us
they're not trained it's just teachers
with free time that's all it is you know
the only thing I could compare to you
ever been inside of a club and you see
security and you look him in the eye you
could tell he ain't got no
moves just a black man in a polo you
know what I
me it hit me when I started teaching
high school out of nowhere they ask me
to coach the soccer team now let me be
clear about something I don't know [ __ ]
about soccer but they really needed me
and I said yes and I was going to do
research but you put that whistle on it
changes you I said [ __ ] that research
I'll make the rules you know stop
kicking the ball man throw it in the
net"
xCmJTLUSiAM,https://www.youtube.com/shorts/xCmJTLUSiAM,"""I tried to listening to heavy metal..."" 🎤: Asha Ward #shorts",,31000.0,Comedy Central Stand-Up,@standup,en,"I tell people I'm a lesbian just cuz
that's easier than saying them into like
women and DJs who don't speak you
know and I was raised Catholic but I
feel like if God was real white people
wouldn't have access to
ulele that's just where I'm at with
it I tried listening to heavy metal for
the first time the other
day immediately turned it
off you will not yell at me in my own
home"
6WJ6ID8fvGs,https://www.youtube.com/shorts/6WJ6ID8fvGs,"""This year my goal is to black out less.""🎤: Sheng Wang #shorts",,52000.0,Comedy Central Stand-Up,@standup,en,"this year my goal is to black out
less it's a very difficult goal to
track I think I'm succeeding but I might
just not remember
failing I recently went out with my
girlfriend I decided she was going to be
the designated driver but I did not
bother to tell her about my decision
I just went ahead and got crazy
sloppy because actions speak louder than
gibberish it got to that point where
forget about driving folks forget about
driving I might not make the cut as a
passenger"
UByvVQURYE8,https://www.youtube.com/shorts/UByvVQURYE8,"""I was trying to do diet and exercise..."" 🎤: Jo Firestone #shorts",,34000.0,Comedy Central Stand-Up,@standup,en,"I was trying to do diet and exercise
have you guys tried
that it's terrible it's so terrible it
goes against every evolutionary progress
we made which is to eat and sit
still it's so terrible I hate diet and
exercise I hate there's if you go to a
gym has anyone been to those it's so
terrible there's all these things where
you don't know where to put your hands
or feet there are so many rules and no
one explains it to you they just give
you more
towels it's so terrible I I tried I
tried exercise I didn't realize that you
needed to wear a sports bra and I almost
ripped my tits
off so heard the tearing I was like I
got to sit down"
aKm7EeAMFAc,https://www.youtube.com/shorts/aKm7EeAMFAc,“Is the mark of a good party always something bad happening?” 🎤: Josh Johnson #shorts,,68000.0,Comedy Central Stand-Up,@standup,en,"is it just me or is the mark of a good
party always something bad
happening you know no one's ever like oh
my gosh that was a great party last
night we all drank just enough got home
safe and woke up in time for
breakfast that's never the description
ever it's always like great party Bill
died great
party that's a fantastic party somebody
need to call Bill mama he did I don't
talk to Bill like that but great party"
UynEHJZUIjg,https://www.youtube.com/shorts/UynEHJZUIjg,“It's the moonshine of medicine.” 🎤: Lewis Black #shorts,,74000.0,Comedy Central Stand-Up,@standup,en,"I like a cold though because I get to
take my favorite drug which is
NyQuil I love that stuff what's the
matter with the rest of you what do you
take robotussin non-narcotic
pansy nwell is 180 proof it's the
Moonshine of
medicine why would you bother with
anything else there's a daytime NyQuil
there it's a nighttime NyQuil drink
either one you want okay cuz your cold
doesn't care what time it is"
mDVMZRZE76U,https://www.youtube.com/shorts/mDVMZRZE76U,"""I spent the day in bed with my life partner again.""🎤: Chelsea Handler #shorts",,60000.0,Comedy Central Stand-Up,@standup,en,"I spent the day in bed with my life
partner again her name is Kettle one
and we were talking about why I'm still
single and we basically came up with
three reasons as to why I have nothing
to offer anybody number one is I can't
cook and I'm not looking to learn
ass
okay I don't know how to clean you know
there's a good chance I may be an
alcoholic think guys would be a little
bit more excited about that all they do
is and moan you drink too much you
sleep too
much it's like if you were drunk all the
time you'd be tired too"
AG9CtaMRfuM,https://www.youtube.com/shorts/AG9CtaMRfuM,"""What's the theme?"" 🎤: Moses Storm #shorts",,23000.0,Comedy Central Stand-Up,@standup,en,"same kind of like creepy and sweet as
like when like PornHub around December
will like upload like Christmas theme
porn and you're like
oh wife is that for
who it's like jiz the season
what who the is that for anyone in this
room like H jerking off feels great but
what's the
theme"
u0g8Yb248YQ,https://www.youtube.com/shorts/u0g8Yb248YQ,“Black people are actually pretty split on Kwanzaa.” 🎤: Josh Johnson #shorts,,82000.0,Comedy Central Stand-Up,@standup,en,"for all the white people that don't know
black people are actually pretty split
on Quanza like half of us celebrate and
half of us are like yeah I know K Quanza
all right she got a fight with my sister
I had to pull her weave out okay what'
she say she say something did she say
something
though"
dhYBI3xzu4o,https://www.youtube.com/shorts/dhYBI3xzu4o,"""We still haven't taken down our Christmas decorations."" 🎤: Dan Mintz #shorts",,137000.0,Comedy Central Stand-Up,@standup,en,"my family is really bad about
procrastinating we still hav been taking
down our Christmas
decorations and it's been three
generations since we converted to
Judaism"
NIzucBcvAOI,https://www.youtube.com/shorts/NIzucBcvAOI,"""The Crimp and Curl Pony, I wanted it."" 🎤: Joel Kim Booster #shorts",,22000.0,Comedy Central Stand-Up,@standup,en,"for the sake of my story I was a pretty
gay kid uh and it was never more
apparent to me or my family than
Christmas
1994 I wanted what every little boy in
the nation wanted for Christmas that
year say it with me the crimp and curled
pony by the Cabbage Patch company okay
um again left hanging uh whatever the
crimp and curl Pony I wanted it my mom
was super cool she got it for me I open
it up on Christmas morning I just
started crimping and curling right away
you know couldn't resist my dad less
enthused uh
he looked at my mom and he was like
Janet what the [ __ ] like this is a girls
toy this is a toy for little girls why
would you get him this and my mom looked
at my dad in his eyes and said well Ken
my brother Bob he used to get baby dolls
for Christmas and now he's a
pediatrician
so connect the
dots and I was and my dad was just like
what the [ __ ] do you think he's going to
be a [ __ ] horsehair stylist like
what's the end game here Janet"
TMqF3HSULGw,https://www.youtube.com/shorts/TMqF3HSULGw,""" My personality is, I'm passive-aggressive .""🎤: Pete Lee #shorts",,44000.0,Comedy Central Stand-Up,@standup,en,"my personality is I'm passive aggressive
and um if you guys don't know what that
means it just means that I'm like a
little mascot you know out here I'm all
like oh look at me I'm all fun and
friendly and I'm really super nice but
in here I have a secret I hate
people you know what it really means
passive aggressive is that I I just
prefer Revenge to communication right
and if you guys don't think that revenge
is awesome you have never snuck into
your boss's office and tape firecrackers
all his light bulbs
before yeah no annual Happy Chinese New
Year dance Dragon Dance po
pop or have you guys ever been doing
laundry in a launder mat somebody takes
your soping wet clothes out of the dryer
they put theirs in on your quarter oh no
you didn't right what you what are you
supposed to do have a little heart tohe
heart with them like you know what dude
when you did that that really hurt my
feelings no you don't do that you wait
till they're not looking you open up
their dryer door and you pour in
milk"
es8XgMuMBM4,https://www.youtube.com/shorts/es8XgMuMBM4,"""Christmas is gay."" 🎤: Matteo Lane #shorts",,30000.0,Comedy Central Stand-Up,@standup,en,"if you love Christmas you're
gay everyone's like I wonder what it be
like to be gay it's not suck and Dick
it's everything during Christmas every
goddamn thing you do we're going to put
the star the presents you know it's gay
presents are
gay what's behind that pretty box you
know it's it's gay it's all gay"
ijxtCCmshJI,https://www.youtube.com/shorts/ijxtCCmshJI,“That’s a bad argument.” 🎤: Eagle Witt #shorts,,77000.0,Comedy Central Stand-Up,@standup,en,"but I don't like the proun argument just
cuz I like to argue and that's a bad
argument like they try to sound smart
they end up sounding dumb i' rather they
just start out dumb and then I'd support
them you know like I want to turn on Fox
News and this a southern white guy like
I just like the way guns make me
feel I'll be like I don't know give that
guy a gun he seems nice look at that
smile it's not going to hurt anybody but
that's not what they do they try to
sound smart they end up sounding dumb
like what's the argument they go it's
our constitutional right just in case
the government wants to attack us we can
defend ourselves that's like me saying I
got a basketball just in case LeBron
wants to come
over like I don't think this going to go
how you think he's going to go Billy Bop"
LAfN8LmVEJM,https://www.youtube.com/shorts/LAfN8LmVEJM,"""It becomes the woman's hair palace."" 🎤: Andrew Santino #shorts",,36000.0,Comedy Central Stand-Up,@standup,en,"one of the best and the worst things I
think you can ever do when you fall in
love with someone is move in together
it's like a it's a great moment but it
becomes the woman's hair
Palace it's just their hair Palace at
some
point they literally move in and they're
like cool is this the kitchen you're
like yeah and they're like
okay yeah I like it better now h"
APnromHuSeU,https://www.youtube.com/shorts/APnromHuSeU,"""I'm a winter coat motherf***er."" 🎤: Ron Funches #shorts",,51000.0,Comedy Central Stand-Up,@standup,en,"one of my favorite activities recently
is just like staring at women in winter
coats and just wondering like oo what's
under
there and I know I know a lot of dudes
like bikinis but I'm a win a coat
[ __ ] let me use my
imagination plus it's a fun game it
doesn't bother anybody
it's not too
creepy it's a little
creepy but I still recommend it to
anybody I call it hidden
figures which is what I thought that
movie was about"
lKC795WfLjo,https://www.youtube.com/shorts/lKC795WfLjo,"""Why is it always such a production?"" 🎤: Carol Leifer #shorts",,31000.0,Comedy Central Stand-Up,@standup,en,"had some nice dinners out in Hawaii you
know bugs to me though when you order a
bottle of wine out why is it always such
a production you know what I mean with
the list and the cork then the guy waits
around he stands there while you taste
it never know what to say you know just
feel like such an
idiot yeah that should get me
Hammered"
LEpWYfuj8pQ,https://www.youtube.com/shorts/LEpWYfuj8pQ,"""Do your mothers do that?"" 🎤: Mav Viola #shorts",,29000.0,Comedy Central Stand-Up,@standup,en,"but she calls me up and she's like I'm
at the mall right now and I'm looking at
the most
beautiful obviously educated black
woman I have ever seen why is she
Whispering black y'all do your mothers
do that she Whispers black I said Mom
you don't need to whisper black you can
say black and she goes well I don't
know that's her answer to everything
well I don't know what I'm allowed to
say and not say like just Google it you
have no excuse now noways just Google it
Google gay Google black just Google what
you can say she's insane she drives me
crazy she thinks that my tattoos are an
indication that I look like a criminal
everywhere we go she's like what is he
looking at why is he staring at you he
probably thinks you're going to do
something like Mom relax he's looking at
me because he noticed his wife staring
at me calm down you know what I
mean"
0NMJeQ54naI,https://www.youtube.com/shorts/0NMJeQ54naI,"""To the window, to the wall."" 🎤: Fortune Feimster #shorts",,41000.0,Comedy Central Stand-Up,@standup,en,"when I went home for Christmas I went
out uh to a bar with my mom cuz that's
what you do with your
mom and the thing is when these songs
come on uh and she starts dancing she
has no idea what song she is dancing to
so all of a sudden I hear to the window
to the wall to the sweat drop down my
balls oh you [ __ ] crawl and I look
over and my mom's just
[Music]
dancing with her Christmas sweater on
or already heard that song Jump On It
let's do it ride it my pony oh I love
[Applause]
horses I'm like I'm pretty sure that's
not what that song is about I don't care
I love
horses"
h1b9wGZkvyM,https://www.youtube.com/shorts/h1b9wGZkvyM,"""Do you know what else makes a lot of noise.."" 🎤:Hair Kondabolu #Shorts",,44000.0,Comedy Central Stand-Up,@standup,en,"I don't know how much people are willing
to concede to save the planet like
recently there was a story about Sun
Chips right Sun Chips had biodegradable
bags amazing right like uh corporate
responsibility it shows that they they
want to save the planet fantastic but
then people started complaining that the
bags were too
noisy so then they got rid of the
biodegradable bags do you know what else
makes a lot of noise the end of the
world
what the hell is wrong with
everybody"
lFJ6bBPsGWs,https://www.youtube.com/shorts/lFJ6bBPsGWs,“We just needed something to compete with Christmas in that timeslot.” 🎤: Matthew Broussard #shorts,,67000.0,Comedy Central Stand-Up,@standup,en,"Hanukkah doesn't matter it's not an
important holiday in our faith we just
needed something to compete with
Christmas in that time slot do you
understand Christmas Is A Bug's Life
Hanukkah is ant it's
not it's our Mad TV and Christmas
celebrates a virgin giving birth to your
lord and savior Hanukkah celebrates this
one time we made a candle last longer
than it should have it
l we celebrate an extension on a gas
bill that is the most Jewish
thing the only more Jewish holiday be
like yes and ha celebrates that one time
we brought back a rental car and empty
and no one noticed that's"
1D2H2TOqQ6U,https://www.youtube.com/shorts/1D2H2TOqQ6U,"""Every woman knows how to play this game.""🎤: Ayanna Dookie #shorts",,36000.0,Comedy Central Stand-Up,@standup,en,"and I'm complaining to one of my girls
and I'm like girl every time I gain this
weight up my upper arm she was like o oh
 I wish I had that problem every
time I gain weight it goes straight to
my
ass oh you don't know how to play
this
game every woman knows how to play this
game I say something up about
myself and then you Vol back something
more up about yourself and then
we go back and forth to we both very sad
then we get drunk that's how you play
the
game why aren't you playing the
game she doubled down she was like no
seriously I can eat whatever I want my
stomach stays flat but my ass just keeps
on getting bigger and bigger and bigger
 yourself
uh yeah I don't I don't know what I
signed up for this toxic ass
relationship"
lFLnI7eoefA,https://www.youtube.com/shorts/lFLnI7eoefA,"""The hardware has improved, phenomenally ."" 🎤: Randall Otis",,19000.0,Comedy Central Stand-Up,@standup,en,"I had sex using a vibrator for the first
time
and by God it's
better I I thought I had good stuff no
the hardware has improved phenomenally
it's like it was so good like now when I
show up to sex with my analog
Painis it feels like bringing a horse
and buggy to the Daytona
500 she's looking at me ticked on my
pants like oh [ __ ] you Amish what the
[ __ ] we have
technology
you know what's weird though is even
though it was my first time it felt
oddly familiar like what it reminded me
of is when I was a kid and I'd be
holding the flashlight while my dad
fixed the pipes I was like I don't feel
like I'm a vital part of this
process but I'm glad you want me
here"
LZMog0moFZk,https://www.youtube.com/shorts/LZMog0moFZk,"""So much history in this historic place."" 🎤: Thomas Lennon #shorts",,35000.0,Comedy Central Stand-Up,@standup,en,"God isn't it beautiful to be here in
Webster Hall so much history in this
historic
Place Bob Dylan played here a little
band called guns and
roses and in
1993 me doing what I thought was cocaine
in the bathroom right over there with
some
dude but it turned out to be
PCP General note you guys when the dude
snorting something in the bathroom is
totally psyched to share it with
you that might not be
[Applause]
cocaine it might actually be something
that sends you into an opera of
nightmares"
UZGdvYeQd98,https://www.youtube.com/shorts/UZGdvYeQd98,"""It's Destiny.""@mike_birbiglia #shorts",,28000.0,Comedy Central Stand-Up,@standup,en,"some artists don't want to tell you
their name though right like Destiny's
Child we don't know her name we know her
mother's
name yeah it's
Destiny but we don't know hers and she's
a nerve to sing that song Say My
[Applause]
Name
but we don't know your
name unless it's Destiny Jr I am
completely in the dark on
this no wonder they want us to pay their
bills they don't have
names how you going to sign a check if
you don't have a
name
question"
O0G2RAHs-ew,https://www.youtube.com/shorts/O0G2RAHs-ew,"“I just spent four years in college, didn’t learn a thing.” 🎤: B.J. Novak",,559000.0,Comedy Central Stand-Up,@standup,en,"I just spent four years in college
didn't learn a
thing I learned nothing in college it
was really kind of my own fault I had a
double major psychology and reverse
psychology"
